Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income,in_relationship,income_monthly,Kelas Penghasilan,Age
1999,Swasta,135568,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,25
1999,Swasta,57635,Asosiasi vokasional,Menikah,Sales,Istri,1,Female,0,0,42,United-States,3.0,1,0,1,0,Low,25
1994,Swasta,241583,Diploma,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,30
1997,Swasta,98769,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0.0,0,0,0,0,Low,27
1959,Swasta,180280,Diploma,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,2.0,0,0,1,0,Low,65
1984,Swasta,71305,SMA Grad,Menikah,Layanan Lainnya,Suami,2,Male,0,0,40,United-States,3.0,0,0,1,0,Low,40
1990,Sektor Pemerintah,106169,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,50,United-States,3.0,0,0,0,0,Low,34
1976,Swasta,164423,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,48
1979,Swasta,178319,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,50,United-States,0.0,1,0,1,30752,Low,45
1968,Swasta,106723,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,56
1995,Swasta,185908,Sarjana,Menikah,Eksekutif Manager,Suami,2,Male,0,0,55,United-States,0.0,1,0,1,0,Low,29
2006,Swasta,95917,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,25,Canada,1.0,0,0,0,0,Low,18
2000,Swasta,35633,Diploma,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,24
1985,Swasta,184659,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,39
1973,Swasta,348099,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,1590,40,United-States,0.0,0,0,0,0,Low,51
1997,Swasta,42696,SMA Grad,Menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,0.0,0,0,1,0,Low,27
1995,Swasta,134331,SMA,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,29
1973,Swasta,53833,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,46,United-States,1.0,1,0,1,0,Low,51
2006,Swasta,51789,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,8,United-States,1.0,0,0,0,0,Low,18
1978,Sektor Pemerintah,207946,Magister,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,43,United-States,3.0,0,0,0,0,Low,46
1994,Swasta,327202,SMA,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,2,Male,0,0,40,United-States,0.0,0,0,0,0,Low,30
2001,Swasta,267955,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,23
1974,Swasta,175804,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,50
1988,Swasta,218490,Asosiasi vokasional,Menikah,Sales,Suami,1,Male,0,0,60,United-States,1.0,0,0,1,0,Low,36
1974,Swasta,257933,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,50
1962,Swasta,270092,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,62
1975,Swasta,213431,SMA Grad,Belum-menikah,Spesialis Profesional,Belum Menikah,2,Female,0,0,40,United-States,3.0,0,0,0,0,Low,49
1984,Pengusaha berbadan hukum,218558,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,2.0,1,0,1,0,Low,40
1979,Sektor Pemerintah,153312,Magister,Menikah,Spesialis Profesional,Suami,2,Male,0,0,10,United-States,0.0,1,0,1,0,Low,45
1988,Swasta,361888,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,36
1971,Sektor Pemerintah,199720,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,60,Germany,1.0,1,0,1,60096,Low,53
2002,Swasta,378104,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,22
1983,Swasta,384508,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,41
1987,Pengusaha perorangan,126738,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,72,United-States,0.0,0,0,1,0,Low,37
1973,Sektor Pemerintah,77905,Asosiasi vokasional,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,51
1986,Swasta,187983,Proffesor,Menikah,Sales,Istri,1,Female,0,0,40,United-States,3.0,0,0,1,0,Low,38
2006,Swasta,80564,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,60,United-States,1.0,0,0,0,0,Low,18
2006,Swasta,243900,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,18
1983,Swasta,235167,SD,Belum-menikah,Pembantu Rumah Tangga,Tidak dalam Keluarga,1,Female,0,0,32,Mexico,2.0,0,0,0,0,Low,41
2001,Swasta,233626,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,25,United-States,0.0,0,0,0,0,Low,23
1977,Swasta,207207,SMA Grad,Belum-menikah,Sales,Belum Menikah,1,Female,0,0,45,United-States,3.0,0,0,0,0,Low,47
1958,Swasta,126511,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3.0,0,0,1,0,Low,66
1999,Swasta,195994,SD,Belum-menikah,Pembantu Rumah Tangga,Tidak dalam Keluarga,1,Female,0,0,40,Guatemala,0.0,0,0,0,0,Low,25
2005,Swasta,148392,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,30,United-States,1.0,0,0,0,0,Low,19
1971,Swasta,217568,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,2,Female,0,0,40,United-States,3.0,0,0,0,0,Low,53
1992,Swasta,173998,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0.0,0,0,0,0,Low,32
1967,Sektor Pemerintah,310320,Sarjana,Menikah,Dukungan Teknis,Suami,1,Male,0,0,48,United-States,2.0,1,0,1,0,Low,57
1989,Swasta,287658,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Male,0,0,40,United-States,0.0,0,0,0,0,Low,35
1970,Swasta,154728,Asosiasi vokasional,Menikah,Dukungan Teknis,Suami,1,Male,7688,0,40,United-States,3.0,1,0,1,30752,Low,54
1995,Swasta,150861,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,Japan,0.0,0,0,0,0,Low,29
1987,Swasta,67125,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,60,United-States,1.0,0,0,0,0,Low,37
1956,Swasta,255276,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,0,0,48,United-States,2.0,1,0,1,0,Low,68
1980,Swasta,456236,Magister,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,44
1986,Swasta,172538,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,0.0,1,0,1,60096,Low,38
1984,Pengusaha perorangan,242082,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,3.0,1,0,1,0,Low,40
1987,Swasta,86551,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3.0,1,0,1,0,Low,37
2000,Swasta,376393,Asosiasi vokasional,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,24
1995,Swasta,367329,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,29
1995,Sektor Pemerintah,293287,Diploma,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,29
2001,Swasta,246965,Asosiasi akademik,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,12,United-States,0.0,0,0,0,0,Low,23
2005,Swasta,137578,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,16,United-States,1.0,0,0,0,0,Low,19
1965,Sektor Pemerintah,163047,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,38,United-States,0.0,0,0,0,0,Low,59
2002,Swasta,199698,Diploma,Belum-menikah,Sales,Punya Anak,1,Male,0,0,15,United-States,1.0,0,0,0,0,Low,22
1967,Swasta,201112,Asosiasi akademik,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,United-States,3.0,0,0,0,0,Low,57
1986,Sektor Pemerintah,331609,Diploma,Duda/Janda,Transportasi dan Pengangkutan,Tidak dalam Keluarga,2,Female,0,0,47,United-States,1.0,0,0,0,0,Low,38
1967,Swasta,201991,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,57
1962,Swasta,247483,Diploma,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,62
1987,Sektor Pemerintah,44694,Magister,Menikah,Spesialis Profesional,Istri,1,Female,0,0,45,United-States,3.0,1,0,1,0,Low,37
1951,Sektor Pemerintah,74040,SMP,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,3,Female,0,0,40,United-States,0.0,0,0,0,0,Low,73
1987,Swasta,121772,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,3,Male,0,0,40,Hong Kong,0.0,0,0,0,0,Low,37
1996,Swasta,107411,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0.0,0,0,0,0,Low,28
1971,Swasta,196278,Diploma,Duda/Janda,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,53
2002,Swasta,152744,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,3,Female,0,0,40,Philippines,0.0,0,0,0,0,Low,22
1997,Swasta,132963,SMA Grad,Menikah,Pengelola Kebersihan,Suami,2,Male,0,0,40,United-States,0.0,0,0,1,0,Low,27
1994,Pengusaha perorangan,45427,Asosiasi vokasional,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,49,United-States,1.0,0,0,0,0,Low,30
2006,Swasta,27780,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,25,United-States,1.0,0,0,0,0,Low,18
1955,Swasta,71489,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,25,United-States,0.0,0,0,1,0,Low,69
1988,Swasta,267556,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,4064,0,40,United-States,2.0,0,0,1,16256,Low,36
1993,Swasta,414525,SMA,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,2,Male,0,0,60,United-States,0.0,0,0,0,0,Low,31
2007,Swasta,237078,SMA,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,35,United-States,1.0,0,0,0,0,Low,17
1996,Swasta,30237,Diploma,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,28
1962,Swasta,272209,SMA Grad,Belum-menikah,Pembantu Rumah Tangga,Belum Menikah,2,Female,0,0,99,United-States,3.0,0,0,0,0,Low,62
1978,Swasta,370119,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,99999,0,60,United-States,0.0,1,0,1,399996,Medium,46
1975,Swasta,403112,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,32,United-States,2.0,0,0,0,0,Low,49
1966,Sektor Pemerintah,205267,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,1.0,1,0,1,0,Low,58
1988,Swasta,179468,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3.0,0,0,0,0,Low,36
1978,Swasta,282538,Asosiasi vokasional,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,2,Female,0,0,40,United-States,2.0,0,0,0,0,Low,46
2002,Swasta,234641,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,22
1980,Sektor Pemerintah,208528,Asosiasi akademik,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,30,United-States,2.0,0,0,1,0,Low,44
1966,Pengusaha perorangan,165695,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,70,United-States,0.0,0,0,0,0,Low,58
1977,Sektor Pemerintah,285060,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,1977,41,United-States,0.0,1,0,1,0,Low,47
1973,Swasta,237729,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,51
1963,Swasta,273803,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,61
1996,Swasta,147471,SMA Grad,Cerai,Spesialis Profesional,Punya Anak,1,Female,0,0,10,United-States,3.0,0,0,0,0,Low,28
2005,Swasta,274830,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,19
1963,Sektor Pemerintah,178312,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,61
2007,Swasta,121425,SMA,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,16,United-States,1.0,0,0,0,0,Low,17
1980,Sektor Pemerintah,59460,SMA Grad,Menikah,Layanan Lainnya,Istri,1,Female,0,0,15,United-States,0.0,0,0,1,0,Low,44
1989,Swasta,225750,Sarjana,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,32,United-States,3.0,0,0,0,0,Low,35
1992,Swasta,553405,Sarjana,Menikah,Sales,Suami,1,Male,99999,0,50,United-States,1.0,1,0,1,399996,Medium,32
1994,Pengusaha perorangan,20098,Asosiasi vokasional,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,30
1998,Swasta,124111,Asosiasi akademik,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,36,United-States,0.0,0,0,0,0,Low,26
1990,Swasta,159255,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,60,United-States,0.0,1,0,1,0,Low,34
1987,Swasta,42044,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,35,United-States,3.0,0,0,0,0,Low,37
1990,Pengusaha berbadan hukum,207668,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,54,United-States,2.0,1,0,1,0,Low,34
1981,Swasta,141858,SMA,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,43
1993,Pengusaha perorangan,122749,Asosiasi vokasional,Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,20,United-States,3.0,0,0,0,0,Low,31
1996,Swasta,241895,SMA Grad,Menikah,Sales,Suami,1,Male,0,1628,40,United-States,3.0,0,0,1,0,Low,28
1992,Swasta,351869,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,1485,45,United-States,3.0,1,0,1,0,Low,32
2006,Swasta,92864,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,18
1985,Pengusaha berbadan hukum,117555,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,60,United-States,0.0,1,0,1,0,Low,39
1997,Swasta,118799,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,27
1998,Swasta,192652,Sarjana,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,26
1953,Swasta,180733,Magister,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,20,United-States,0.0,0,0,0,0,Low,71
2002,Swasta,219233,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,2,Male,0,1602,30,United-States,1.0,0,0,0,0,Low,22
2003,Swasta,117606,Diploma,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,21
1974,Swasta,34067,Asosiasi vokasional,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,0.0,1,0,1,0,Low,50
1991,Sektor Pemerintah,111994,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,45,United-States,2.0,0,0,0,0,Low,33
1984,Swasta,207578,Asosiasi akademik,Menikah,Dukungan Teknis,Suami,1,Male,0,1977,60,United-States,3.0,1,0,1,0,Low,40
1980,Pengusaha perorangan,483201,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,44
2007,Swasta,293440,SMA,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,17
1979,Sektor Pemerintah,94754,Magister,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,India,3.0,0,0,1,0,Low,45
1980,Swasta,317320,Diploma,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,44
1975,Pengusaha perorangan,43348,Doktor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,99999,0,70,United-States,0.0,1,0,0,399996,Medium,49
1987,Swasta,124293,Diploma,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,50,United-States,0.0,0,0,1,0,Low,37
1993,Swasta,48189,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,3.0,0,0,1,0,Low,31
1979,Sektor Pemerintah,238386,Diploma,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,45
1984,Swasta,445382,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,40
1995,Swasta,246933,SMA Grad,Belum-menikah,Administratif dan Kantor,Kerabat,1,Male,0,0,40,Mexico,0.0,0,0,0,0,Low,29
1988,Sektor Pemerintah,339772,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Male,0,0,40,United-States,0.0,0,0,0,0,Low,36
1997,Swasta,138705,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,53,United-States,1.0,0,0,1,0,Low,27
2005,Swasta,306467,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,19
1998,Swasta,153078,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,3,Male,0,0,80,United-States,1.0,1,0,0,0,Low,26
1977,Swasta,120131,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,47
1992,Swasta,37380,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,38,United-States,1.0,0,0,0,0,Low,32
1976,Swasta,186539,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,48
1980,Swasta,131650,Asosiasi akademik,Menikah,Eksekutif Manager,Suami,1,Male,0,0,54,United-States,2.0,1,0,1,0,Low,44
1984,Swasta,191196,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,40
1991,Swasta,219838,SMA,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,33
2001,Swasta,138768,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,2907,0,40,United-States,1.0,0,0,0,11628,Low,23
2005,Swasta,170800,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,60,United-States,1.0,0,0,0,0,Low,19
2003,Swasta,314165,Diploma,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,Columbia,1.0,0,0,0,0,Low,21
2001,Swasta,120172,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,23
1994,Swasta,205950,Diploma,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,30
2001,Swasta,156807,SMP,Belum-menikah,Pengelola Kebersihan,Punya Anak,2,Male,0,0,36,United-States,1.0,0,0,0,0,Low,23
2001,Swasta,191444,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,23
1986,Swasta,220585,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,2.0,1,0,1,0,Low,38
1982,Pengusaha perorangan,201522,Sarjana,Menikah,Sales,Suami,1,Male,0,0,60,United-States,0.0,0,0,1,0,Low,42
2000,Swasta,26671,SMA Grad,Belum-menikah,Spesialis Profesional,Kerabat,4,Female,0,0,40,United-States,0.0,0,0,0,0,Low,24
1998,Swasta,485117,Sarjana,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,20,United-States,1.0,0,0,0,0,Low,26
1999,Swasta,441591,Sarjana,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,25
2004,Swasta,391679,SMA Grad,Belum-menikah,Sales,Kerabat,1,Male,0,0,60,United-States,0.0,0,0,0,0,Low,20
1987,Swasta,38948,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,0.0,0,0,1,0,Low,37
1993,Swasta,185528,Diploma,Cerai,Sales,Punya Anak,1,Female,0,0,35,United-States,1.0,0,0,0,0,Low,31
1947,Swasta,143516,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,8,United-States,0.0,1,0,1,0,Low,77
1978,Swasta,121124,Asosiasi akademik,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,2.0,1,0,1,60096,Low,46
1996,Pengusaha berbadan hukum,31717,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3.0,1,0,1,0,Low,28
1996,Swasta,122922,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0.0,0,0,0,0,Low,28
1984,Swasta,195394,Asosiasi akademik,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,40,United-States,0.0,1,0,1,30752,Low,40
1974,Pengusaha berbadan hukum,119099,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,99,United-States,0.0,1,0,1,0,Low,50
1993,Swasta,157887,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,65,United-States,0.0,1,0,1,0,Low,31
1969,Swasta,305759,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,55
1961,Sektor Pemerintah,150079,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,35,United-States,3.0,1,0,1,0,Low,63
1973,Pengusaha berbadan hukum,213296,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,30,United-States,0.0,0,0,1,0,Low,51
1971,Swasta,191025,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,43,United-States,0.0,0,0,0,0,Low,53
1959,Swasta,330144,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,65
2004,Swasta,153516,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,30,United-States,1.0,0,0,0,0,Low,20
1971,Swasta,283743,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,2002,40,United-States,2.0,0,0,1,0,Low,53
1993,Swasta,38158,Diploma,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,31
1987,Swasta,379522,Sarjana,Menikah,Sales,Suami,1,Male,0,0,55,United-States,3.0,1,0,1,0,Low,37
1987,Swasta,359591,SMA,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,37
2002,Swasta,228480,SMA Grad,Menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,1,0,Low,22
1984,Swasta,103474,SMA Grad,Menikah,Sales,Istri,1,Female,0,0,30,United-States,2.0,0,0,1,0,Low,40
1970,Sektor Pemerintah,35576,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,54
1979,Swasta,28119,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,7,United-States,0.0,0,0,1,0,Low,45
1993,Swasta,100252,Sarjana,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,3,Male,99999,0,70,United-States,2.0,1,0,0,399996,Medium,31
2002,Swasta,279901,SMA Grad,Menikah,Layanan Lainnya,Punya Anak,2,Male,0,0,40,United-States,1.0,0,0,1,0,Low,22
1988,Sektor Pemerintah,318972,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,65,United-States,2.0,0,0,0,0,Low,36
1999,Swasta,187540,Diploma,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,25
1991,Sektor Pemerintah,137059,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,10,United-States,0.0,0,0,0,0,Low,33
1986,Swasta,200220,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,38
1982,Swasta,342865,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,42
1988,Swasta,114605,Asosiasi vokasional,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,36
1999,Swasta,218667,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,25
1936,Pengusaha perorangan,206291,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,88
